# docs/project/tickets.tsv — THE TICKET INDEX. Every bug, cosmetic item and
# evolution of this project, one row per GitHub issue. THE SOURCE OF TRUTH FOR
# THE LIST (CLAUDE.md [VSP-182], maintainer-ruled 2026-09-14), and this header is
# its spec of record. docs/project/tickets.md is GENERATED from it
# (`python3 tools/tickets.py page`); the gate is tests/test_tickets.sh.
#
# ONE SOURCE OF TRUTH PER QUESTION:
#   the LIST — which tickets exist, their kind and status ...... this file
#   the STORY — report, discussion, rulings as given, resolution  the GitHub issue
#   the FACTS a ticket established .............................. the subject documents ([VSP-12])
#   what a SESSION did .......................................... STATE.md / STATE_HISTORY.md ([VSP-17])
# Live documents name a ticket by its issue number (#N) and never restate its
# status or content. A copy of past content names its origin and date, and goes
# only into a source of truth or an archive.
#
# ENOUGH STAYS LOCAL: without GitHub, the tree must answer four questions about
# every ticket — the four answer columns below. Only the conversation, and a
# third party's report text, may exist on GitHub alone.
#
# repo: DefinitelyFrenchName/VampireSaved
#
# COLUMNS (tab-separated; rows ordered newest issue first):
#   issue     the GitHub issue number, the key. Every issue on GitHub has exactly
#             one row; a ticket with no issue yet does not exist yet.
#   kind      bug | cosmetic | evolution. A change of kind is an edit here and a
#             label on GitHub, never a move.
#               bug        a defect: something does not do what it should
#               cosmetic   presentation only, no gameplay effect
#               evolution  a change or capability to add, not a defect
#   status    open | parked                                   the issue is OPEN
#             done | declined | not-ours | invalid | duplicate  the issue is CLOSED
#               done       fixed, or delivered
#               declined   ruled not to be done
#               not-ours   vanilla behaviour, or outside this project
#               invalid    the premise was refuted
#               duplicate  another ticket holds it (named in `decided`)
#             CLOSED MEANS NOTHING IS LEFT TO DO: an option kept open is its own
#             ticket, linked from this one.
#             GitHub's close reason (completed / not planned) is not mapped:
#             the status is this column's.
#   title     one searchable line, in our words
#   repro     how to reproduce it: a recording, a replay, a rig or a gate
#   decided   what was decided. Rulings are recorded locally whatever channel
#             gave them: STATE "Standing rulings", DECISIONS_HISTORY.md, a doc.
#   learned   what was learned: the mechanism, the measurement
#   wrong     what went wrong: retracted theories, traps, bad patterns
#             Each answer is `none`, or links separated by ` ; `. A link is a
#             repo-relative `path`, which must exist, or `path § text`, where
#             some line of the file must contain the text. `learned` and `wrong`
#             link a LIVE document (a subject doc, a gotchas bucket, a skill),
#             never STATE.md, which rolls, or an archive (`*_HISTORY.md`,
#             `*_history.md`).
#   sessions  the session keys that worked on it, comma-separated
#             (`14z-112,14z-126b`), each resolving in STATE.md or
#             STATE_HISTORY.md; or `-`
#
# BACKFILL DEBT: `?` in any column but issue and title marks a row not yet
# backfilled (the retrofit that opened this file, 2026-09-14). Only issues listed
# in tests/expected/tickets_debt.txt may carry `?`, and that list only SHRINKS:
# the commit that answers a row's last `?` removes the issue from it.
#
# THE GITHUB SIDE: docs/project/tickets_github.tsv is GitHub's issue list as
# saved by `python3 tools/tickets.py refresh` at a session close, and the gate
# compares open/closed against it offline. A NEW TICKET: create the issue,
# refresh, add the row. CLOSING ONE (CLAUDE.md [VSP-182]), in one commit: its
# facts go where they belong; the issue and the tree are reconciled and a closing
# comment states the resolution; this row records the status and the four
# answers; any STATE entry for it moves VERBATIM to STATE_HISTORY.md under the
# closing session's key.
#
# WHAT THE GATE DOES NOT CLAIM: that an answer is ENOUGH. That is judged at the
# close that closes the ticket.
issue	kind	status	title	repro	decided	learned	wrong	sessions
77	bug	done	Bound FBNeo replay frames and check allocation arithmetic	tests/test_harness_frame_bound.sh	emu/fbneo-patches/0001-vampire-saved-harness.patch § Operational cap on replay length (14z-94, GitHub #77)	emu/fbneo-patches/0001-vampire-saved-harness.patch § wraps at 0xFFFFFFFF -> calloc(1, 4), while ; tests/test_harness_frame_bound.sh § the cap is re-derived from `tests/replays`, not trusted	tests/test_harness_frame_bound.sh § silently TRUNCATES instead of reporting a bad script ; tests/test_harness_frame_bound.sh § CONTESTED AND WRONG (14z-92)	14z-92,14z-94,14z-157
76	bug	done	Reject aliased input and output directories in build_wide_romset	tests/test_romset_path_guard.sh	tools/build_wide_romset.py § is enforced here, at the CLI boundary, BEFORE any mutation	tests/test_romset_path_guard.sh § THIS IS THE ONE FAILURE IN THIS FILE WITH NO UNDO ; tools/build_wide_romset.py § realpath() is used rather than abspath() precisely because	tests/test_romset_path_guard.sh § it is how this section first passed wrongly	14z-92,14z-94
75	bug	done	verify_gfx_build --tenant huitzil FAILS on the current merged build (m3b_merged7) — hidden since merged6 by the swallowed exit status of #14	tests/test_obj_record_walk.sh	tools/verify_gfx_build.py § the built walk must reproduce that ; tools/build_merged.sh § RESOLVED 14z-92 (GitHub #75): that was a VERIFIER ; docs/project/audit_2026-08-15_dispositions.md § issues/75) | REVEALED by the #14 fix	docs/project/gotchas.md § A pointer-shaped heuristic is placement-dependent ; tools/obj_records.py § ptr_seen / ptr_allow (14z-92, GitHub #75) do the SAME for the POINTER	docs/project/gotchas.md § merged5 passed by luck ; tools/obj_records.py § CORRECTED 14z-92 (#75): this comment used to claim ; HANDOFF.md § read the second half of that sentence	14z-90,14z-92
74	evolution	done	Adversarial code review 2026-08-15 — findings index (73 issues)	none	docs/project/audit_2026-08-15_dispositions.md	HANDOFF.md § THE REVIEW-TRIAGE GATES (14z-94, GitHub #74's index)	none	14z-90,14z-92,14z-94,14z-95,14z-154
73	bug	done	Three tracked PNG goldens are full renders of Capcom title-screen artwork (maintainer decision)	none	CLAUDE.md § GitHub #73): the committed PNG goldens under `tests/` are derived work ; STATE_HISTORY.md § DECIDED 2026-08-16 (14z-91) — ALL FIVE RULED AND APPLIED ; docs/project/audit_2026-08-15_dispositions.md § | 73 |	CLAUDE.md § SHA-256 of the masked buffer would be verdict-identical	none	14z-90,14z-91,14z-92
72	bug	done	build/scratch/m68dis.py is a tracked stale twin of the promoted tools/m68dis.py and skips the mandatory SHA-1 print	none	docs/project/audit_2026-08-15_dispositions.md § | 72 | ; STATE_HISTORY.md § AND THIS IS THE ONE THAT NEEDED CARE	none	none	14z-90,14z-95
71	evolution	done	Six test scripts copy the same 12-line 'fresh tenant-id 0x13 build' block instead of using tests/lib/	none	docs/project/audit_2026-08-15_dispositions.md § | 71 |	tests/test_tenant_hud.sh § The build shape lives in tests/lib/tenant_build.sh (GitHub #71)	none	14z-90,14z-94
70	bug	done	M2A_MASK/M2A_MASKED_EXP hardcode the v1 basis and never read tests/expected/<set>/mask	tests/test_m2a_target_policy.sh	docs/project/audit_2026-08-15_dispositions.md § | 70 | ; tests/test_m2a_flicker_gate.sh § That premise was retired by the maintainer's ruling of 2026-08-19	tests/test_baseset_mask_invariant.sh § READ, not restated (14z-97, GitHub #70)	none	14z-90,14z-94,14z-97
69	bug	done	22 test scripts re-run the 10.7 s pure-Python CPS-2 decrypt instead of the identical cached build/out image	tests/test_decrypt_cache.sh	docs/project/audit_2026-08-15_dispositions.md § | 69 |	tests/test_decrypt_cache.sh § THE CORRECTNESS HALF, which is why #69 is not only a perf ticket	none	14z-90,14z-94
68	bug	done	Two tests build their work dir from a predictable /tmp name instead of mktemp -d	none	docs/project/audit_2026-08-15_dispositions.md § | 68 |	none	none	14z-90,14z-94
67	bug	done	check_qs_voice_batch.py hard-codes the maintainer's home ROM path as the default ROMDIR	none	docs/project/audit_2026-08-15_dispositions.md § | 67 |	tools/check_qs_voice_batch.py § NO HARDCODED ROMDIR (14z-94, GitHub #67)	none	14z-90,14z-94
66	bug	done	build_merged.sh interpolates a CLI-supplied path into a `python3 -c` source string (injection / quote breakage)	none	docs/project/audit_2026-08-15_dispositions.md § | 66 |	tools/build_merged.sh § GitHub #66). <outbase> is a CLI argument	none	14z-90,14z-94
65	bug	done	The harness 'determinism sandbox' does not cover the app config, whose first ROM search path is global	tools/run_replay_fbneo.sh	docs/project/audit_2026-08-15_dispositions.md § | 65 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § 14z-90 (GitHub issue #65). The comment above claimed ALL mutable	none	14z-90
64	bug	done	-hdump's output fopen is unchecked (NULL deref), unlike the identical gfx dump 20 lines below	tools/run_replay_fbneo.sh	docs/project/audit_2026-08-15_dispositions.md § | 64 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § this fopen was unchecked while	emu/fbneo-patches/0001-vampire-saved-harness.patch § fix is NOT a bare `continue`	14z-90
63	bug	done	The guard protecting the emulator superset invariant uses a binary grep the repo's own gotchas call unreliable	tests/test_wide_profile.sh	docs/project/audit_2026-08-15_dispositions.md § | 63 | ; tests/test_wide_profile.sh § the residual #63 left open on	HANDOFF.md § `grep -q` on the binary is unreliable	none	14z-90,14z-155
62	bug	done	run_suite.sh states the baseset/mask invariant in prose and never enforces it	tests/test_baseset_mask_invariant.sh	docs/project/audit_2026-08-15_dispositions.md § | 62 |	tests/lib/masked_compare.sh § ENFORCE THE BASESET/MASK INVARIANT (14z-94, GitHub #62)	none	14z-90,14z-94
61	bug	done	MASK_RANGES reader silently unmasks bytes on a nested window	tests/test_mask_ranges_reader.sh	docs/project/audit_2026-08-15_dispositions.md § | 61 |	tests/lua/replay.lua § NEVER MOVE POS BACKWARDS (GitHub #61)	none	14z-90,14z-94
60	bug	done	scroll3_watch census samples 12 codes in pairs() order, then sorts	none	docs/project/audit_2026-08-15_dispositions.md § | 60 |	tests/lua/scroll3_watch.lua § DETERMINISTIC SAMPLE, AND IT SAYS IT IS ONE (14z-94, GitHub #60)	none	14z-90,14z-94
59	bug	done	FBNeo applies POKES before the frame, MAME after, while claiming to mirror	none	docs/project/audit_2026-08-15_dispositions.md § | 59 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § POKES ARE APPLIED AFTER THE FRAME (14z-94, GitHub #59)	none	14z-90,14z-94
58	bug	done	NO_INPUT_CHECK disables the always-on integrity guard, invisibly	none	docs/project/audit_2026-08-15_dispositions.md § | 58 |	tests/run_suite.sh § 14z-90 (issue #3, defense in depth	none	14z-90
57	bug	done	Integrity baseline read from live ports: input stuck from boot is invisible	tests/test_input_integrity.sh	docs/project/audit_2026-08-15_dispositions.md § | 57 |	tests/lua/replay.lua § THE BASELINE IS ASSERTED, NOT ADOPTED (14z-94, GitHub #57) ; docs/project/gotchas.md § is why the input-integrity guard's frame-1 branch (GitHub #57) has no	none	14z-90,14z-94
56	bug	duplicate	run_suite.sh does not scrub harness env vars leaking from the shell	none	docs/project/audit_2026-08-15_dispositions.md § | 56 |	tests/run_suite.sh § 14z-90 (issue #3, defense in depth	none	14z-90
55	bug	done	pack_build.sh swallows a failed copy of the program members and packs a program-less zip	none	docs/project/audit_2026-08-15_dispositions.md § | 55 | ; docs/project/gotchas.md § NOTHING ENFORCES THAT SECOND RULE	tools/pack_build.sh § 14z-90 (GitHub issue #55). That `|| true` swallows a failed copy	none	14z-90,14z-155
54	bug	done	compare_flicker reports EXACT (exit 0) for two zero-frame logs — zero rows compared is a PASS	none	docs/project/audit_2026-08-15_dispositions.md § | 54 |	tools/compare_flicker.py § 14z-90 (GitHub issue #54): two zero-frame logs are equal-length and	none	14z-90
53	bug	done	Proposer and enforcer disagree by one frame on the re-convergence floor (tail == 60)	tests/test_describe_masked_shape.sh	docs/project/audit_2026-08-15_dispositions.md § | 53 |	tools/describe_masked_shape.py § 14z-90 (GitHub issue #53): was `tail <= RECONVERGE`, so the PROPOSER	tests/test_describe_masked_shape.sh § CORRECTED 14z-90 (GitHub issue #53) ; docs/project/gotchas.md § A comparator's own ground-truth test can RATIFY a deviation from the governing spec	14z-90
52	bug	done	compare_flicker exempts the last divergent stretch from the >=60 re-convergence requirement entirely	tests/test_compare_flicker.sh	docs/project/audit_2026-08-15_dispositions.md § | 52 |	tools/compare_flicker.py § 14z-95 (GitHub #52): the LAST stretch used to be exempt from the	docs/project/gotchas.md § A comparator's own ground-truth test can RATIFY a deviation from the governing spec	14z-90,14z-95
51	bug	done	Record-pointer walkers skip the last long of their range: range(start, end - 4, 2)	tests/test_record_walk_bounds.sh	docs/project/audit_2026-08-15_dispositions.md § | 51 |	tools/obj_records.py § Same bound bug, one read-width along (GitHub #51)	none	14z-90,14z-94
50	evolution	declined	gen_donovan_patch.main() is 5,408 lines holding ~15 independent op-kind handlers, none of them reachable by a test	none	docs/project/audit_2026-08-15_dispositions.md § | 50 | ; STATE_HISTORY.md § #50 CLOSED (maintainer-ruled)	none	none	14z-90,14z-102,14z-155
49	evolution	done	overlay_port.py and gen_anita_bank2.py re-implement the program-ROM load and byteswap with hardcoded member names	none	docs/project/audit_2026-08-15_dispositions.md § | 49 |	tools/overlay_port.py § GitHub #49, DELIBERATELY NOT converted to cps.load_set	none	14z-90,14z-96
48	bug	done	Wheel TABLE B address and direction ordering are triplicated; only one copy carries the ground-truth validation	tests/test_select_wheel.sh	docs/project/audit_2026-08-15_dispositions.md § | 48 |	tools/select_wheel.py § GitHub #48. The direction labelling is NOT derivable from TABLE A	none	14z-90,14z-96
47	evolution	done	The CPS-2 sprite-block cell formula is copy-pasted 19 times across 7 files with no shared helper	tests/test_gfx_tiles.sh	docs/project/audit_2026-08-15_dispositions.md § | 47 |	tools/gfx_tiles.py § THE OBJ BLOCK-CELL GEOMETRY (GitHub #47)	none	14z-90,14z-96
46	bug	done	select_port.py mutates its input directory in place and hides 40 lines of dead code behind a hardcoded WINPAL_ENABLE=False	tests/test_select_port_hygiene.sh	docs/project/audit_2026-08-15_dispositions.md § | 46 |	tools/select_port.py § IN-PLACE IS THE EXCEPTION HERE, AND IT IS GUARDED (14z-94, GitHub #46)	none	14z-90,14z-94
45	bug	invalid	build_wide_romset.py and build_qs_songs.py write zips with wall-clock timestamps, so vsavjw.zip is not byte-reproducible	none	docs/project/audit_2026-08-15_dispositions.md § | 45 |	tools/artifact_manifest.py § It is timestamp-free by construction	none	14z-90
44	bug	done	The ratified §4 thresholds are four independent literals with a 'must stay in step' comment and no test	tests/test_s4_thresholds.sh	docs/project/audit_2026-08-15_dispositions.md § | 44 |	tests/test_s4_thresholds.sh § WHAT #44 REPORTED	none	14z-90,14z-91,14z-92,14z-93
43	bug	done	reconcile_batch.masked_search is a drifted copy of find_equiv's core and loses its relaxed-anchor fallback	tests/test_reconcile_matcher.sh	docs/project/audit_2026-08-15_dispositions.md § | 43 | ; tools/find_equiv.py § WHY IT IS PARAMETERISED (GitHub #43, maintainer-ruled 2026-08-18)	tools/find_equiv.py § THIS FILE OWNS THE MATCHER (14z-95, GitHub #43(a))	tools/reconcile_batch.py § CORRECTED 14z-95 (GitHub #43)	14z-90,14z-95,14z-99
42	bug	done	_minitoml.loads() silently switches parsers by host Python; the guard exists in 1 of 11 manifest consumers	tests/test_minitoml_subset.sh	docs/project/audit_2026-08-15_dispositions.md § | 42 |	tests/test_minitoml_subset.sh § every host (14z-94, GitHub #42)	none	14z-90,14z-94
41	evolution	done	No CI at all, though a real ROM-free gate exists and passes in seconds today	none	docs/project/audit_2026-08-15_dispositions.md § | 41 | ; STATE_HISTORY.md § DECIDED 2026-08-16 (14z-91) — ALL FIVE RULED AND APPLIED	.github/workflows/ci.yml § CI — the ROM-free half of the suite (14z-93, GitHub #41)	none	14z-90,14z-91,14z-92,14z-93
40	bug	done	Root-level fbneo/ and mame/ build dirs and .claude/worktrees are unignored: `git add -A` stages 503 MiB	none	docs/project/audit_2026-08-15_dispositions.md § | 40 | ; STATE_HISTORY.md § DECIDED 2026-08-16 (14z-91) — ALL FIVE RULED AND APPLIED	.gitignore § The worktrees entry is not cosmetic	none	14z-90,14z-91,14z-92
39	bug	done	.gitignore has no rule for the project's own `vsw.*` program members; 8 MiB of ROM-derived build output is already committed	none	docs/project/audit_2026-08-15_dispositions.md § | 39 | ; STATE_HISTORY.md § DECIDED 2026-08-16 (14z-91) — ALL FIVE RULED AND APPLIED	.gitignore § rule 7 is about what the repo will hold tomorrow, not today	tools/build_donovan.sh § CORRECTED 14z-90 (GitHub issue #39)	14z-90,14z-91,14z-92
38	bug	done	run_replay_fbneo.sh leaves a stale overlay roms/ dir on the non-overlay branch	tests/test_fbneo_overlay_hygiene_control.sh	docs/project/audit_2026-08-15_dispositions.md § | 38 |	tools/run_replay_fbneo.sh § CLEAR IT FIRST. `ln -sfn` cannot replace a real ; tools/run_wide.sh § 14z-90 (GitHub issue #38).	none	14z-90,14z-94
37	bug	done	FBNEO_HTAP coalesces all tap ranges into one min..max span, amplifying the tapped region	tools/run_replay_fbneo.sh	docs/project/audit_2026-08-15_dispositions.md § | 37 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § #37 the handler was installed over ONE coalesced min..max span	none	14z-90
36	bug	done	Nothing verifies the FBNeo working tree matches the tracked patches; 'already present' accepts any content	tests/test_fbneo_tree_integrity_control.sh	docs/project/audit_2026-08-15_dispositions.md § | 36 |	tests/test_fbneo_tree_integrity.sh § 14z-90 (issue #36): emu/fbneo must be EXACTLY the pinned commit	tests/test_fbneo_tree_integrity_control.sh § It FAILS OPEN on the issue's own failure scenario	14z-90
35	bug	done	CLAUDE.md rule 1 still forbids the sprite-path change the ratified Rule 1 v2 profile actually makes	none	docs/project/audit_2026-08-15_dispositions.md § | 35 | ; STATE_HISTORY.md § DECIDED 2026-08-16 (14z-91) — ALL FIVE RULED AND APPLIED	CLAUDE.md § corrected 14z-91, GitHub #35	docs/project/cps2_wide.md § issue #35): this line said "one gated conditional"	14z-90,14z-91,14z-92
34	bug	done	FBNEO_HPOKE reports success for pokes it silently discarded, and logs the wrong address	tests/test_fbneo_instruments.sh	docs/project/audit_2026-08-15_dispositions.md § | 34 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § 14z-90 (GitHub issue #34), three defects in these five lines	none	14z-90
33	bug	done	A tap on OBJ RAM is silently unmapped by the object-bank switch and records nothing after frame 1	tools/run_replay_fbneo.sh	docs/project/audit_2026-08-15_dispositions.md § | 33 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § #33 OBJ RAM taps un-install themselves	none	14z-90
32	bug	done	FBNEO_HTAP silently DROPS every write outside the 3 known RAM regions, corrupting the run	tools/run_replay_fbneo.sh	docs/project/audit_2026-08-15_dispositions.md § | 32 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § SekMapHandler replaces the default handler for those pages	none	14z-90
31	bug	done	replay_guard.lua ignores MASK_RANGES and has no input-integrity check	tests/test_guard_integrity.sh	docs/project/audit_2026-08-15_dispositions.md § | 31 |	tests/lua/replay_guard.lua § INPUT INTEGRITY ASSERTION (GitHub #31)	tests/lua/replay_guard.lua § SUBSTITUTABILITY, STATED HONESTLY (corrected 14z-94, GitHub #31)	14z-90,14z-94
30	bug	done	The reproducibility gate and 50 other test scripts are invoked by nothing; run_battery_m2.sh itself has no caller	tests/test_static_runner.sh	docs/project/audit_2026-08-15_dispositions.md § | 30 |	tests/run_all_static.sh § SCOPE, deliberately narrow (#30's own handoff)	tests/test_dualtrack.sh § (#30): that is how it stayed red 11 days	14z-90,14z-94
29	bug	done	SKIP-as-PASS: ~28 gates exit 0 when their untracked build inputs are absent, and no runner counts skips	tests/test_static_runner.sh	docs/project/audit_2026-08-15_dispositions.md § | 29 |	tests/run_all_static.sh § THREE VERDICTS, AND SKIP IS NOT PASS (GitHub #29)	none	14z-90,14z-94
28	bug	done	build_merged.sh reads $ROMDIR without the mandatory audit_roms.py checksum gate	tests/test_builder_rom_audit.sh	docs/project/audit_2026-08-15_dispositions.md § | 28 |	tools/build_merged.sh § GitHub #28). This script reads $ROMDIR at five points	none	14z-90,14z-94
27	bug	done	build_merged.sh cannot run from a clean checkout: it requires three untracked build/*/extract dirs	tests/test_merged_inputs.sh	docs/project/audit_2026-08-15_dispositions.md § | 27 | ; tools/ensure_merged_inputs.sh § MAINTAINER RULING 2026-08-18 (#27)	tools/ensure_merged_inputs.sh § CREATE-IF-ABSENT, NEVER REBUILD-OVER	none	14z-90,14z-95
26	bug	done	run_battery_m2.sh [outbase] can validate a stale rompath from a previous build	tests/test_frozen_rompath_guard.sh	docs/project/audit_2026-08-15_dispositions.md § | 26 |	tools/build_donovan.sh § cross-track overwrite guard (14z-90, GitHub issue #26)	tests/test_frozen_rompath_guard.sh § I destroyed build/don_m5's patch metadata with exactly this invocation	14z-90
25	bug	done	audit_wide_phase_a A3 turns a dead measurement run into a `note` and then publishes the permissive decision	tests/test_phasea_a3_liveness.sh	docs/project/audit_2026-08-15_dispositions.md § | 25 |	tests/audit_wide_phase_a.sh § A DEAD MEASUREMENT IS NOT A NULL RESULT (14z-94, GitHub #25)	tests/test_phasea_a3_liveness.sh § This gate's first draft did exactly that	14z-90,14z-94
24	bug	done	Missing prerequisites `exit 0`; the battery counts that as PASS and still prints BATTERY GREEN	tests/test_battery_accounting.sh	docs/project/audit_2026-08-15_dispositions.md § | 24 |	tests/run_battery_m2.sh § SKIP ACCOUNTING (14z-94, GitHub #24)	none	14z-90,14z-94
23	bug	done	audit_legacy_pairings: a dead MAME leg drops the replay from the sweep and still reports coverage PASS	tests/audit_legacy_pairings.sh	docs/project/audit_2026-08-15_dispositions.md § | 23 |	tests/audit_legacy_pairings.sh § 14z-90 (GitHub issue #23). The `|| true` above is deliberate	none	14z-90
22	bug	done	verify_pcrel_data.py is invoked by no test or build script — the pc-rel escape check is unrun	tests/test_pcrel_escapes.sh	docs/project/audit_2026-08-15_dispositions.md § | 22 |	tests/test_pcrel_escapes.sh § SINCE REVIEWED (14z-94, GitHub #22)	tests/test_pcrel_escapes.sh § WHY IT IS NOT SIMPLY WIRED IN, which is what #22 proposed	14z-90,14z-94
21	bug	done	attribute_ramdiff compares a dump file with ITSELF when two MAME logs share a directory	tests/test_attribute_ramdiff.sh	docs/project/audit_2026-08-15_dispositions.md § | 21 |	tools/attribute_ramdiff.py § 14z-90 (GitHub issue #21). find_dump()'s second pattern is DIRECTORY ; docs/project/gotchas.md § Legs whose dump frames collide overwrite each other silently	none	14z-90
20	bug	done	port_patch / data_port 'fixes' write new bytes without asserting len(new) == len(old), silently resizing the emitted blob	tests/test_hex_lengths.sh	docs/project/audit_2026-08-15_dispositions.md § | 20 |	tools/gen_donovan_patch.py § LENGTHS MUST MATCH (GitHub #20)	tools/audit_hex_lengths.py § A CORRECTION TO THE ISSUE AS FILED	14z-90,14z-94
19	bug	done	_PRG_RE matches gfx members vsw.41m/vsw.43m, which the documented --gfx 8 growth path creates	tests/test_member_classify.sh	docs/project/audit_2026-08-15_dispositions.md § | 19 |	tools/cps2_decrypt.py § THE SUFFIX CLASS EXCLUDES 'm' ON PURPOSE (GitHub #19)	none	14z-90,14z-94
18	bug	done	patch_prg.py applies every op with no expected-old-bytes and no source-set identity check	tests/test_patch_source_identity.sh	docs/project/audit_2026-08-15_dispositions.md § | 18 |	tools/patch_prg.py § SOURCE-SET IDENTITY (14z-94, GitHub #18)	none	14z-90,14z-94
17	bug	done	The merged-legacy audit globs *.masked only, silently dropping the .pending replays run_suite fails on	tests/test_audit_merged_dispatch.sh	docs/project/audit_2026-08-15_dispositions.md § | 17 |	tests/lib/enumerate_expectations.sh § WHY IT EXISTS (14z-90, GitHub issue #17)	tests/audit_merged_legacy.sh § RETRACTED 14z-90 (GitHub issue #17)	14z-90
16	bug	done	Two verdict tools still gate on player-block +0x382 as the char id, which 14z-87 retracted	tests/test_pyron_blink.sh	docs/project/audit_2026-08-15_dispositions.md § | 16 |	tests/test_pyron_blink.sh § THE PICK GUARD (GitHub #16, fixed 14z-92	tools/check_pyron_blink.py § This used to read +0x382 as "the character id"	14z-90,14z-92
15	bug	done	build_donovan.sh aborts at line 12 on any system where /bin/sh is dash (Debian/Ubuntu/WSL2)	tests/test_shell_portability.sh	docs/project/audit_2026-08-15_dispositions.md § | 15 |	tests/test_shell_portability.sh § a script that needs bash must SAY so in its shebang	tests/test_shell_portability.sh § `dash -n` is NOT a substitute either	14z-90
14	bug	done	build_merged.sh verification step can never fail: python exit status eaten by `| sed` (no pipefail)	none	docs/project/audit_2026-08-15_dispositions.md § | 14 |	tools/build_merged.sh § 14z-90 (GitHub issue #14): these two were piped through `sed`, so under	none	14z-90
13	bug	done	WIDE PRG-extension descriptor rows use the real all-zero CRC, not a sentinel — the 14z-62d shadow, re-opened	none	docs/project/audit_2026-08-15_dispositions.md § | 13 |	emu/fbneo-patches/0002-cps2-wide-v1.patch § WIDE v1 SENTINEL CRC (14z-90, ; docs/platform/gotchas.md § So the name is the FALLBACK in both emulators, not the identity	none	14z-90
12	bug	done	Harness failure never reaches the exit code; a stale checksum log then passes the completion check	tests/test_fbneo_runner_hygiene.sh	docs/project/audit_2026-08-15_dispositions.md § | 12 |	tools/run_replay_fbneo.sh § 14z-90 (GitHub issue #12), the SHELL half. ; emu/fbneo-patches/0001-vampire-saved-harness.patch § 14z-90 (GitHub issue #12): this status used to be DISCARDED	none	14z-90
11	bug	done	harness_mem() ignores the CPS-2 OBJ-RAM bank, so OBJ dumps/pokes hit the wrong buffer half	tests/test_fbneo_instruments.sh	docs/project/audit_2026-08-15_dispositions.md § | 11 |	emu/fbneo-patches/0001-vampire-saved-harness.patch § 14z-90 (GitHub issue #11): OBJ RAM is BANKED	none	14z-90
10	bug	done	10 of 21 replay instruments feed inputs a frame later than replay.lua	tests/test_replay_stage_census.sh	docs/project/audit_2026-08-15_dispositions.md § | 10 | ; tests/audit_trap_parity.sh § RE-FROZEN 14z-94 (GitHub #10, maintainer-ruled)	docs/project/gotchas.md § Half the Lua instruments stage inputs one frame off replay.lua	none	14z-90,14z-93,14z-94
9	bug	done	Stale hardcoded build-dir pins: merged builder and 10+ gates point at builds 3-9 freezes behind	tests/test_region_overlap_control.sh	docs/project/audit_2026-08-15_dispositions.md § | 9 |	tests/test_region_overlap.sh § Sections 1-4 below are a FROZEN HISTORICAL	none	14z-90
8	bug	done	"rebuild bit-exact" gate compares program members only; all tenant gfx + authored music unchecked	tests/test_m3a_reproducible.sh	docs/project/audit_2026-08-15_dispositions.md § | 8 | ; tests/test_m3a_reproducible.sh § SPLIT DELIBERATELY, and the split is the ruling on issue #8 ; tests/test_m3a_reproducible.sh § PROMOTED 14z-91: that re-freeze is this one	tools/artifact_manifest.py § WHY NOT `build_fingerprint.py --full`	none	14z-90,14z-91
7	bug	done	test_suite_dispatch.sh fails today: `.legacy-exempt` markers trip its 'kinds must be handled' check	tests/test_suite_dispatch_selftest.sh	docs/project/audit_2026-08-15_dispositions.md § | 7 |	tests/test_suite_dispatch.sh § the check used to demand that EVERY kind be handled by	none	14z-90
6	bug	done	The pixel gate hardcodes build/donovan6 and ignores the build the battery just made	tests/test_gfx_menus_guard.sh	docs/project/audit_2026-08-15_dispositions.md § | 6 |	tests/test_gfx_menus_guard.sh § The guard tests the SET ZIP, not the directory	tests/test_gfx_menus.sh § Pointing this gate at vsavjw would therefore FAIL BY DESIGN	14z-90
5	bug	done	audit_region_movability: a crashed or never-started emulator scores `runs` and the audit PASSes	tests/test_movability_liveness.sh	docs/project/audit_2026-08-15_dispositions.md § | 5 |	tests/audit_region_movability.sh § the verdict used to derive from the ABSENCE of a crash	tests/audit_region_movability.sh § "needs no such control today" was WRONG	14z-90
4	bug	done	compare_composite is LOOSER than compare_flicker: no inter-run re-convergence or max-total check	tests/test_compare_composite.sh	docs/project/audit_2026-08-15_dispositions.md § | 4 | ; docs/project/oracle_classes.md § v5 — the ≥60 rule is INTRA-MECHANISM (ruled 2026-08-16)	docs/project/gotchas.md § Moving a frozen ONSET frame can silently cross a verification-class boundary	tools/compare_composite.py § RETRACTED 14z-90 (GitHub issue #4)	14z-90,14z-91,14z-92
3	bug	done	compare_window/compare_composite silently truncate to the shorter log — a half-length run PASSES	tests/test_compare_window.sh ; tests/test_compare_composite.sh	docs/project/audit_2026-08-15_dispositions.md § | 3 |	tools/compare_window.py § 14z-90 (issue #3): min() silently compared a SHORT log against a prefix	none	14z-90
